

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Ecuador",58,"Harvested irrigated temporary crop area: Maize",4348,2000,60.64,"","",""
"Ecuador",58,"Harvested irrigated temporary crop area: Vegetables",4360,2000,80.74,"","",""
"Ecuador",58,"Harvested irrigated temporary crop area: Potatoes",4352,2000,13.23,"","",""
"Ecuador",58,"Harvested irrigated temporary crop area: Sugarcane",4357,2000,90.83,"","",""
"Ecuador",58,"Harvested irrigated temporary crop area: Other crops",4377,2000,10.05,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Bananas",4361,2000,148.5,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Citrus",4362,2000,7.889,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Other fruits",4524,2000,42.2,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Coffee",4364,2000,8.746,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Cocoa beans",4363,2000,33.34,"","",""
"Ecuador",58,"Harvested irrigated permanent crop area: Other crops",4378,2000,16.31,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,1975,585.7,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,1980,557.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,1985,498.3,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,1993,911.8,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,2002,1029.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Wheat",4345,2010,1261.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,1975,440.1,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,1980,407.6,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,1985,388.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,1993,538.9,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,2002,650.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Rice",4346,2010,452.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Barley",4347,1993,60.48,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Barley",4347,2002,96.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,1975,599.1,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,1980,602.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,1985,586.6,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,1993,828.7,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,2002,827.9,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Maize",4348,2010,927.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Millet",4349,1993,149.5,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sorghum",4350,2002,156.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other cereals",4351,1975,1181.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other cereals",4351,1980,1139.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other cereals",4351,1985,1193.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other cereals",4351,2010,351.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Vegetables",4360,1993,408.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Vegetables",4360,2002,472.1,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Vegetables",4360,2010,776.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Soybeans",4371,2002,5.914,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Groundnuts",4372,2002,59.24,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Groundnuts",4372,2010,38.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sesame",4374,2002,30.28,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sesame",4374,2010,28.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sunflower",4373,2002,15.49,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Potatoes",4352,2002,82.59,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2002,8.388,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2002,3.001,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2010,158.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Leguminous crops",4359,1975,103.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Leguminous crops",4359,1980,102.8,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Leguminous crops",4359,1985,119.6,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Leguminous crops",4359,2002,164.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Leguminous crops",4359,2010,98.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugar beet",4358,2002,64.6,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugar beet",4358,2010,162.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,1975,91.6,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,1980,106.1,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,1985,105.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,1993,113.8,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,135.8,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Sugarcane",4357,2010,131.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Fodder",4369,1993,1098.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Fodder",4369,2002,1196.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Fodder",4369,2010,932.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,1975,565.5,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,1980,522.9,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,1985,454.2,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,1993,371.3,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,2002,296.7,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Cotton",4367,2010,155.0,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Flowers",4376,2002,26.05,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other crops",4377,1993,514.9,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other crops",4377,2002,219.3,"","",""
"Egypt",59,"Harvested irrigated temporary crop area: Other crops",4377,2010,66.0,"","[29]",""
"Egypt",59,"Harvested irrigated permanent crop area: Bananas",4361,2002,24.16,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Citrus",4362,2002,145.4,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Citrus",4362,2010,157.0,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Grapes",4523,2002,64.0,"K","",""
"Egypt",59,"Harvested irrigated permanent crop area: Grapes",4523,2010,64.0,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Other fruits",4524,2002,204.7,"K","",""
"Egypt",59,"Harvested irrigated permanent crop area: Other fruits",4524,2010,527.0,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Olives",4525,2002,50.0,"K","",""
"Egypt",59,"Harvested irrigated permanent crop area: Olives",4525,2010,50.0,"","",""
"Egypt",59,"Harvested irrigated permanent crop area: Other crops",4378,1993,383.0,"","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Rice",4346,2007,1.85,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Rice",4346,2012,1.15,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Maize",4348,1988,2.691,"","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Maize",4348,2012,3.08,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Sorghum",4350,2012,0.8,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Other cereals",4351,2012,0.205,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Vegetables",4360,2012,1.15,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Potatoes",4352,2012,0.024,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Cassava",4354,2012,0.14,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Leguminous crops",4359,2012,0.39,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Sugarcane",4357,1988,9.331,"","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Sugarcane",4357,2007,17.1,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Sugarcane",4357,2012,12.24,"I","",""
"El Salvador",60,"Harvested irrigated temporary crop area: Other crops",4377,2012,1.078,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Plantains",4356,2012,0.37,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Bananas",4361,2012,0.046,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Citrus",4362,1988,1.562,"","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Citrus",4362,2012,0.63,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Coconuts",4375,2012,0.116,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Coffee",4364,1988,0.955,"","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Coffee",4364,2007,6.0,"I","",""
"El Salvador",60,"Harvested irrigated permanent crop area: Other crops",4378,2012,0.92,"I","",""
"Eritrea",178,"Harvested irrigated temporary crop area: Cotton",4367,1993,1.86,"","",""
"Eritrea",178,"Harvested irrigated temporary crop area: Other crops",4377,1993,4.109,"","",""
"Estonia",63,"Harvested irrigated temporary crop area: Potatoes",4352,2010,0.025,"","",""
"Estonia",63,"Harvested irrigated temporary crop area: Other crops",4377,2010,0.229,"","[30]",""
"Estonia",63,"Harvested irrigated permanent crop area: Other fruits",4524,2010,0.071,"","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Rice",4346,2002,0.05,"L","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Maize",4348,2002,0.5,"L","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Vegetables",4360,2002,0.778,"L","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Potatoes",4352,2002,0.075,"L","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,41.52,"","",""
"Eswatini",209,"Harvested irrigated temporary crop area: Other crops",4377,1994,4.4,"","",""
"Eswatini",209,"Harvested irrigated permanent crop area: Bananas",4361,2002,0.05,"L","",""
"Eswatini",209,"Harvested irrigated permanent crop area: Citrus",4362,1994,4.0,"","",""
"Eswatini",209,"Harvested irrigated permanent crop area: Citrus",4362,2002,2.513,"L","",""
"Eswatini",209,"Harvested irrigated permanent crop area: Other crops",4378,1994,7.0,"","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Wheat",4345,2002,23.16,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Barley",4347,2002,5.791,"K","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Maize",4348,2002,86.86,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Sorghum",4350,2002,17.37,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Other cereals",4351,2002,2.895,"K","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Vegetables",4360,2002,107.1,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Groundnuts",4372,2002,5.791,"K","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Potatoes",4352,2002,37.64,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2002,11.7,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2002,2.895,"K","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Leguminous crops",4359,2002,8.686,"K","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,27.2,"I","",""
"Ethiopia",238,"Harvested irrigated temporary crop area: Cotton",4367,2002,57.91,"I","",""
"Ethiopia",238,"Harvested irrigated permanent crop area: Bananas",4361,2002,5.828,"K","",""
"Ethiopia",238,"Harvested irrigated permanent crop area: Citrus",4362,2002,5.828,"K","",""
"Ethiopia",238,"Harvested irrigated permanent crop area: Other crops",4378,2002,3.885,"K","",""
"Finland",67,"Harvested irrigated temporary crop area: Other cereals",4351,2010,2.0,"I","",""
"Finland",67,"Harvested irrigated temporary crop area: Vegetables",4360,2010,3.8,"I","",""
"Finland",67,"Harvested irrigated temporary crop area: Potatoes",4352,2010,4.7,"I","",""
"Finland",67,"Harvested irrigated temporary crop area: Sugar beet",4358,2010,1.4,"I","",""
"Finland",67,"Harvested irrigated permanent crop area: Other crops",4378,2010,3.2,"I","",""
"France",68,"Harvested irrigated temporary crop area: Wheat",4345,2000,32.5,"","",""
"France",68,"Harvested irrigated temporary crop area: Wheat",4345,2003,59.49,"E","",""
"France",68,"Harvested irrigated temporary crop area: Wheat",4345,2008,30.24,"I","",""
"France",68,"Harvested irrigated temporary crop area: Maize",4348,2000,886.0,"","",""
"France",68,"Harvested irrigated temporary crop area: Maize",4348,2003,746.2,"E","",""
"France",68,"Harvested irrigated temporary crop area: Maize",4348,2008,756.0,"I","",""
"France",68,"Harvested irrigated temporary crop area: Other cereals",4351,2000,63.8,"","",""
"France",68,"Harvested irrigated temporary crop area: Other cereals",4351,2008,60.48,"I","",""
"France",68,"Harvested irrigated temporary crop area: Vegetables",4360,2000,132.4,"","",""
"France",68,"Harvested irrigated temporary crop area: Vegetables",4360,2008,166.3,"I","",""
"France",68,"Harvested irrigated temporary crop area: Soybeans",4371,2000,36.5,"","",""
"France",68,"Harvested irrigated temporary crop area: Soybeans",4371,2003,44.99,"E","",""
"France",68,"Harvested irrigated temporary crop area: Soybeans",4371,2008,30.24,"I","",""
"France",68,"Harvested irrigated temporary crop area: Sunflower",4373,2000,11.5,"","",""
"France",68,"Harvested irrigated temporary crop area: Sunflower",4373,2003,13.5,"E","",""
"France",68,"Harvested irrigated temporary crop area: Sunflower",4373,2008,15.12,"I","",""
"France",68,"Harvested irrigated temporary crop area: Potatoes",4352,2000,56.5,"","",""
"France",68,"Harvested irrigated temporary crop area: Potatoes",4352,2003,57.06,"E","",""
"France",68,"Harvested irrigated temporary crop area: Potatoes",4352,2008,60.48,"I","",""
"France",68,"Harvested irrigated temporary crop area: Leguminous crops",4359,2008,60.48,"I","",""
"France",68,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,34.3,"","",""
"France",68,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,49.0,"E","",""
"France",68,"Harvested irrigated temporary crop area: Sugar beet",4358,2008,30.24,"I","",""
"France",68,"Harvested irrigated temporary crop area: Fodder",4369,2000,59.78,"K","",""
"France",68,"Harvested irrigated temporary crop area: Fodder",4369,2003,114.6,"K","",""
"France",68,"Harvested irrigated temporary crop area: Fodder",4369,2008,136.1,"I","",""
"France",68,"Harvested irrigated permanent crop area: Citrus",4362,2000,2.4,"","",""
"France",68,"Harvested irrigated permanent crop area: Citrus",4362,2003,2.23,"E","",""
"France",68,"Harvested irrigated permanent crop area: Grapes",4523,2003,29.37,"E","",""
"France",68,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2000,13.12,"K","",""
"France",68,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2003,25.16,"K","",""
"France",68,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2008,30.24,"I","",""
"France",68,"Harvested irrigated permanent crop area: Other crops",4378,2003,126.5,"E","",""
"France",68,"Harvested irrigated permanent crop area: Other crops",4378,2008,136.1,"I","",""
"Gabon",74,"Harvested irrigated temporary crop area: Rice",4346,1987,3.0,"I","",""
"Gabon",74,"Harvested irrigated temporary crop area: Vegetables",4360,1987,1.45,"I","",""
"Gambia",75,"Harvested irrigated temporary crop area: Rice",4346,1999,2.0,"L","",""
"Georgia",73,"Harvested irrigated temporary crop area: Wheat",4345,2007,15.98,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Barley",4347,2007,5.15,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Maize",4348,2007,6.17,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Vegetables",4360,2007,10.29,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Sunflower",4373,2007,5.15,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Potatoes",4352,2007,9.25,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Leguminous crops",4359,2007,2.57,"I","",""
"Georgia",73,"Harvested irrigated temporary crop area: Fodder",4369,2007,33.94,"I","",""
"Georgia",73,"Harvested irrigated permanent crop area: Citrus",4362,2007,3.6,"I","",""
"Georgia",73,"Harvested irrigated permanent crop area: Tea",4365,2007,3.1,"I","",""
"Georgia",73,"Harvested irrigated permanent crop area: Other crops",4378,2007,30.86,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Barley",4347,2006,19.0,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Maize",4348,2006,41.0,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Other cereals",4351,2006,30.0,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Vegetables",4360,2006,10.9,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Sunflower",4373,2006,2.4,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Potatoes",4352,2006,22.7,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Leguminous crops",4359,2006,13.6,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Sugar beet",4358,2006,36.0,"I","",""
"Germany",79,"Harvested irrigated temporary crop area: Other crops",4377,2006,12.6,"I","",""
"Germany",79,"Harvested irrigated permanent crop area: Other crops",4378,2006,37.57,"I","",""
"Ghana",81,"Harvested irrigated temporary crop area: Rice",4346,2002,5.238,"I","",""
"Ghana",81,"Harvested irrigated temporary crop area: Rice",4346,2010,20.0,"I","",""
"Ghana",81,"Harvested irrigated temporary crop area: Vegetables",4360,2010,40.5,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Wheat",4345,1990,23.64,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Wheat",4345,1997,25.52,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Wheat",4345,2000,21.72,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Wheat",4345,2003,33.66,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Wheat",4345,2008,31.0,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Rice",4346,2008,21.7,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Maize",4348,1990,170.4,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Maize",4348,1997,195.6,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Maize",4348,2000,172.9,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Maize",4348,2003,217.2,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Maize",4348,2008,192.9,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Other cereals",4351,2008,31.0,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Vegetables",4360,2008,95.7,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Soybeans",4371,1990,0.94,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Soybeans",4371,1997,0.09,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Soybeans",4371,2000,0.04,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Soybeans",4371,2003,0.08,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sunflower",4373,1990,2.66,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sunflower",4373,1997,2.23,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sunflower",4373,2000,4.03,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sunflower",4373,2003,1.32,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Potatoes",4352,1990,18.58,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Potatoes",4352,1997,18.36,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Potatoes",4352,2000,19.07,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Potatoes",4352,2003,19.77,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Potatoes",4352,2008,19.2,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Leguminous crops",4359,2008,18.9,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Sugar beet",4358,1990,32.77,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sugar beet",4358,1997,43.28,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,32.88,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,35.25,"E","",""
"Greece",84,"Harvested irrigated temporary crop area: Sugar beet",4358,2008,33.6,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Fodder",4369,1990,28.01,"K","",""
"Greece",84,"Harvested irrigated temporary crop area: Fodder",4369,1997,20.04,"K","",""
"Greece",84,"Harvested irrigated temporary crop area: Fodder",4369,2000,25.65,"K","",""
"Greece",84,"Harvested irrigated temporary crop area: Fodder",4369,2003,32.61,"K","",""
"Greece",84,"Harvested irrigated temporary crop area: Fodder",4369,2008,32.6,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Cotton",4367,2008,161.2,"I","",""
"Greece",84,"Harvested irrigated temporary crop area: Tobacco",4366,2008,24.4,"I","",""
"Greece",84,"Harvested irrigated permanent crop area: Citrus",4362,1990,48.69,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Citrus",4362,1997,46.15,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Citrus",4362,2000,46.74,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Citrus",4362,2003,51.62,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Citrus",4362,2008,48.6,"I","",""
"Greece",84,"Harvested irrigated permanent crop area: Grapes",4523,1990,24.36,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Grapes",4523,1997,32.31,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Grapes",4523,2000,30.07,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Grapes",4523,2003,40.85,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Olives",4525,2008,366.9,"I","",""
"Greece",84,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1990,52.03,"K","",""
"Greece",84,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1997,37.22,"K","",""
"Greece",84,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2000,47.62,"K","",""
"Greece",84,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2003,60.55,"K","",""
"Greece",84,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2008,62.3,"I","",""
"Greece",84,"Harvested irrigated permanent crop area: Other crops",4378,1990,83.81,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Other crops",4378,1997,86.85,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Other crops",4378,2000,82.27,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Other crops",4378,2003,91.47,"E","",""
"Greece",84,"Harvested irrigated permanent crop area: Other crops",4378,2008,140.0,"I","",""
"Grenada",86,"Harvested irrigated temporary crop area: Vegetables",4360,2008,0.365,"I","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Rice",4346,2007,0.249,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Maize",4348,2007,70.0,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Vegetables",4360,2007,8.625,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Potatoes",4352,2007,3.087,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Sugarcane",4357,2007,163.3,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Sugarcane",4357,2012,172.0,"","",""
"Guatemala",89,"Harvested irrigated temporary crop area: Cotton",4367,2007,3.871,"","",""
"Guatemala",89,"Harvested irrigated permanent crop area: Bananas",4361,2007,43.73,"","",""
"Guatemala",89,"Harvested irrigated permanent crop area: Citrus",4362,2007,12.32,"","",""
"Guatemala",89,"Harvested irrigated permanent crop area: Other fruits",4524,2007,13.23,"","",""
"Guatemala",89,"Harvested irrigated permanent crop area: Coffee",4364,2007,16.46,"","",""
"Guatemala",89,"Harvested irrigated permanent crop area: Other crops",4378,2007,17.15,"","[31]",""
"Guinea",90,"Harvested irrigated temporary crop area: Rice",4346,2001,13.73,"","",""
"Guinea",90,"Harvested irrigated temporary crop area: Vegetables",4360,2001,3.0,"","",""
"Guinea",90,"Harvested irrigated temporary crop area: Potatoes",4352,2001,0.2,"","",""
"Guinea",90,"Harvested irrigated temporary crop area: Other crops",4377,2001,0.5,"","",""
"Guinea",90,"Harvested irrigated permanent crop area: Bananas",4361,2001,0.96,"","",""
"Guinea",90,"Harvested irrigated permanent crop area: Oil palm",4370,2001,1.0,"","",""
"Guinea",90,"Harvested irrigated permanent crop area: Rubber",4368,2001,1.0,"","",""
"Guinea-Bissau",175,"Harvested irrigated temporary crop area: Rice",4346,1996,0.661,"","",""
"Guinea-Bissau",175,"Harvested irrigated temporary crop area: Vegetables",4360,1996,0.53,"","[32]",""
"Guinea-Bissau",175,"Harvested irrigated permanent crop area: Other crops",4378,1996,7.371,"I","",""
"Guyana",91,"Harvested irrigated temporary crop area: Rice",4346,2010,131.4,"","",""
"Guyana",91,"Harvested irrigated temporary crop area: Vegetables",4360,2010,4.0,"","",""
"Guyana",91,"Harvested irrigated temporary crop area: Sugarcane",4357,2010,41.6,"","",""
"Guyana",91,"Harvested irrigated permanent crop area: Citrus",4362,2010,2.0,"","",""
"Haiti",93,"Harvested irrigated temporary crop area: Rice",4346,2009,57.5,"","",""
"Haiti",93,"Harvested irrigated temporary crop area: Maize",4348,2009,12.8,"I","",""
"Haiti",93,"Harvested irrigated temporary crop area: Vegetables",4360,2009,14.0,"I","",""
"Haiti",93,"Harvested irrigated temporary crop area: Leguminous crops",4359,2009,5.0,"I","",""
"Haiti",93,"Harvested irrigated temporary crop area: Sugarcane",4357,2009,10.0,"I","",""
"Haiti",93,"Harvested irrigated temporary crop area: Cotton",4367,2009,1.0,"I","",""
"Haiti",93,"Harvested irrigated permanent crop area: Citrus",4362,2009,8.0,"I","",""
"Haiti",93,"Harvested irrigated permanent crop area: Other fruits",4524,2009,1.0,"I","",""
"Honduras",95,"Harvested irrigated temporary crop area: Rice",4346,2006,3.0,"L","",""
"Honduras",95,"Harvested irrigated temporary crop area: Rice",4346,2008,3.0,"","",""
"Honduras",95,"Harvested irrigated temporary crop area: Maize",4348,2006,31.0,"L","",""
"Honduras",95,"Harvested irrigated temporary crop area: Maize",4348,2008,31.0,"I","",""
"Honduras",95,"Harvested irrigated temporary crop area: Sorghum",4350,2011,0.7,"","",""
"Honduras",95,"Harvested irrigated temporary crop area: Vegetables",4360,2006,5.0,"L","",""
"Honduras",95,"Harvested irrigated temporary crop area: Vegetables",4360,2008,5.0,"I","",""
"Honduras",95,"Harvested irrigated temporary crop area: Potatoes",4352,2008,2.5,"","",""
"Honduras",95,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2008,0.194,"","",""
"Honduras",95,"Harvested irrigated temporary crop area: Cassava",4354,2008,1.931,"","",""
"Honduras",95,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,12.0,"L","",""
